loan_id,borrower_id,application_date,event_date,days_to_event,event_type,defaulted,loss_given_default,loss_amount,default_probability
L001054,B0341,2023-03-30,2023-09-26,180,maturity,False,0.0,0.0,0.0
L001055,B0341,2024-11-16,2024-12-16,30,maturity,False,0.0,0.0,0.0
L001056,B0341,2023-07-09,2023-09-07,60,maturity,False,0.0,0.0,0.0
L001057,B0342,2023-11-28,2024-01-27,60,maturity,False,0.0,0.0,0.0
L001058,B0342,2023-01-07,2023-04-07,90,maturity,False,0.0,0.0,0.0
L001059,B0342,2024-01-28,2024-03-28,60,maturity,False,0.0,0.0,0.0
L001060,B0342,2024-04-02,2024-07-01,90,maturity,False,0.0,0.0,0.0
L001061,B0343,2023-11-06,2024-11-05,365,maturity,False,0.0,0.0,0.0
L001062,B0343,2024-08-09,2024-09-08,30,maturity,False,0.0,0.0,0.0
L001063,B0343,2023-09-25,2023-12-24,90,maturity,False,0.0,0.0,0.0
L001064,B0344,2023-03-05,2023-04-04,30,maturity,False,0.0,0.0,0.0
L001065,B0344,2024-04-21,2024-07-20,90,maturity,False,0.0,0.0,0.0
L001066,B0345,2024-02-20,2025-02-19,365,maturity,False,0.0,0.0,0.0
L001067,B0345,2024-12-21,2025-03-21,90,maturity,False,0.0,0.0,0.0
L001068,B0346,2024-10-16,2025-01-14,90,maturity,False,0.0,0.0,0.0
L001069,B0347,2024-09-21,2024-11-20,60,maturity,False,0.0,0.0,0.0
L001070,B0347,2023-08-13,2023-10-12,60,maturity,False,0.0,0.0,0.0
L001071,B0347,2024-05-04,2024-07-03,60,maturity,False,0.0,0.0,0.0
L001072,B0348,2024-09-12,2024-12-11,90,maturity,False,0.0,0.0,0.0
L001073,B0348,2024-03-01,2025-03-01,365,maturity,False,0.0,0.0,0.0
L001074,B0348,2024-04-27,2025-04-27,365,maturity,False,0.0,0.0,0.0
L001075,B0348,2024-11-11,2025-01-10,60,maturity,False,0.0,0.0,0.0
L001076,B0349,2024-11-27,2025-11-27,365,maturity,False,0.0,0.0,0.0
L001077,B0349,2023-03-25,2024-03-24,365,maturity,False,0.0,0.0,0.0
L001078,B0350,2024-06-24,2024-09-22,90,maturity,False,0.0,0.0,0.0
L001079,B0350,2023-03-21,2024-03-20,365,maturity,False,0.0,0.0,0.0
L001080,B0350,2023-04-25,2023-05-25,30,maturity,False,0.0,0.0,0.0
L001081,B0350,2024-07-14,2025-07-14,365,maturity,False,0.0,0.0,0.0
L001082,B0351,2024-08-09,2025-08-09,365,maturity,False,0.0,0.0,0.0
L001083,B0351,2023-06-03,2023-08-02,60,maturity,False,0.0,0.0,0.0
L001084,B0352,2024-06-16,2024-12-13,180,maturity,False,0.0,0.0,0.0
L001085,B0352,2023-04-30,2023-06-29,60,maturity,False,0.0,0.0,0.0
L001086,B0352,2024-08-20,2025-02-16,180,maturity,False,0.0,0.0,0.0
L001087,B0353,2024-06-06,2024-12-03,180,maturity,False,0.0,0.0,0.0
L001088,B0354,2024-04-09,2024-06-08,60,maturity,False,0.0,0.0,0.0
L001089,B0355,2024-03-01,2024-08-28,180,maturity,False,0.0,0.0,0.0
L001090,B0355,2024-07-31,2024-08-30,30,maturity,False,0.0,0.0,0.0
L001091,B0355,2024-07-26,2025-01-22,180,maturity,False,0.0,0.0,0.0
L001092,B0355,2024-11-19,2025-02-17,90,maturity,False,0.0,0.0,0.0
L001093,B0355,2023-01-23,2023-02-27,35,default,True,0.1321966344721976,25168.690142883774,1.0
L001094,B0356,2023-01-04,2023-03-05,60,maturity,False,0.0,0.0,0.0
L001095,B0356,2024-08-15,2024-09-14,30,maturity,False,0.0,0.0,0.0
L001096,B0356,2023-02-16,2023-08-15,180,maturity,False,0.0,0.0,0.0
L001097,B0357,2024-12-18,2025-01-17,30,maturity,False,0.0,0.0,0.0
L001098,B0357,2024-07-08,2024-08-07,30,maturity,False,0.0,0.0,0.0
L001099,B0357,2023-03-12,2023-09-08,180,maturity,False,0.0,0.0,0.0
L001100,B0358,2023-10-21,2024-04-18,180,maturity,False,0.0,0.0,0.0
L001101,B0359,2023-05-19,2023-11-15,180,maturity,False,0.0,0.0,0.0
L001102,B0359,2024-01-19,2024-07-17,180,maturity,False,0.0,0.0,0.0
L001103,B0360,2024-01-22,2024-07-20,180,maturity,False,0.0,0.0,0.0
L001104,B0360,2023-03-24,2024-03-23,365,maturity,False,0.0,0.0,0.0
L001105,B0360,2023-05-17,2023-08-15,90,maturity,False,0.0,0.0,0.0
L001106,B0360,2023-05-02,2023-07-01,60,maturity,False,0.0,0.0,0.0
L001107,B0361,2024-02-07,2025-02-06,365,maturity,False,0.0,0.0,0.0
L001108,B0361,2023-05-11,2023-07-10,60,maturity,False,0.0,0.0,0.0
L001109,B0361,2023-01-04,2023-02-03,30,maturity,False,0.0,0.0,0.0
L001110,B0361,2023-11-02,2024-04-30,180,maturity,False,0.0,0.0,0.0
L001111,B0361,2024-11-20,2025-11-20,365,maturity,False,0.0,0.0,0.0
L001112,B0362,2024-06-28,2024-12-25,180,maturity,False,0.0,0.0,0.0
L001113,B0362,2023-08-24,2023-10-23,60,maturity,False,0.0,0.0,0.0
L001114,B0362,2024-04-16,2024-07-15,90,maturity,False,0.0,0.0,0.0
L001115,B0362,2023-06-08,2023-09-06,90,maturity,False,0.0,0.0,0.0
L001116,B0363,2023-04-26,2023-05-26,30,maturity,False,0.0,0.0,0.0
L001117,B0363,2024-11-07,2025-05-06,180,maturity,False,0.0,0.0,0.0
L001118,B0364,2023-01-17,2023-03-18,60,maturity,False,0.0,0.0,0.0
L001119,B0364,2023-07-31,2023-08-30,30,maturity,False,0.0,0.0,0.0
L001120,B0364,2023-04-14,2024-04-13,365,maturity,False,0.0,0.0,0.0
L001121,B0364,2023-02-04,2023-08-03,180,maturity,False,0.0,0.0,0.0
L001122,B0364,2024-09-04,2024-10-04,30,maturity,False,0.0,0.0,0.0
L001123,B0365,2023-02-15,2023-08-14,180,maturity,False,0.0,0.0,0.0
L001124,B0365,2024-03-25,2024-05-24,60,maturity,False,0.0,0.0,3.9509682895759367e-277
L001125,B0366,2023-08-11,2023-09-10,30,maturity,False,0.0,0.0,0.0
L001126,B0366,2023-05-24,2024-05-23,365,maturity,False,0.0,0.0,0.0
L001127,B0366,2023-10-24,2023-12-23,60,maturity,False,0.0,0.0,0.0
L001128,B0366,2024-08-12,2024-11-10,90,maturity,False,0.0,0.0,0.0
L001129,B0366,2024-08-14,2025-08-14,365,maturity,False,0.0,0.0,0.0
L001130,B0367,2023-08-31,2023-11-29,90,maturity,False,0.0,0.0,0.0
L001131,B0367,2023-05-27,2024-05-26,365,maturity,False,0.0,0.0,0.0
L001132,B0367,2023-08-15,2024-02-11,180,maturity,False,0.0,0.0,0.0
L001133,B0368,2023-10-09,2023-11-08,30,maturity,False,0.0,0.0,0.0
L001134,B0368,2024-07-24,2025-07-24,365,maturity,False,0.0,0.0,0.0
L001135,B0368,2023-06-29,2023-12-26,180,maturity,False,0.0,0.0,0.0
L001136,B0369,2024-05-22,2024-06-21,30,maturity,False,0.0,0.0,0.0
L001137,B0369,2023-12-19,2024-06-16,180,maturity,False,0.0,0.0,0.0
L001138,B0369,2024-06-21,2024-09-19,90,maturity,False,0.0,0.0,0.0
L001139,B0369,2024-12-14,2025-06-12,180,maturity,False,0.0,0.0,0.0
L001140,B0369,2024-02-23,2024-04-23,60,maturity,False,0.0,0.0,0.0
L001141,B0370,2024-01-21,2024-03-21,60,maturity,False,0.0,0.0,0.0
L001142,B0370,2024-07-04,2024-12-31,180,maturity,False,0.0,0.0,0.0
L001143,B0370,2023-09-04,2023-11-03,60,maturity,False,0.0,0.0,0.0
L001144,B0371,2024-12-25,2025-02-23,60,maturity,False,0.0,0.0,0.0
L001145,B0371,2024-04-19,2024-05-19,30,maturity,False,0.0,0.0,0.0
L001146,B0371,2024-07-29,2025-01-25,180,maturity,False,0.0,0.0,0.0
L001147,B0372,2024-07-24,2025-07-24,365,maturity,False,0.0,0.0,0.0
L001148,B0372,2023-05-18,2023-07-06,49,default,True,0.0730008519554719,3531.529420596116,1.0
L001149,B0372,2023-09-06,2023-12-05,90,maturity,False,0.0,0.0,0.0
L001150,B0372,2023-07-28,2023-10-26,90,maturity,False,0.0,0.0,0.0
L001151,B0373,2024-04-05,2024-07-04,90,maturity,False,0.0,0.0,0.0
L001152,B0374,2024-07-02,2024-08-31,60,maturity,False,0.0,0.0,0.0
L001153,B0375,2023-10-02,2024-03-30,180,maturity,False,0.0,0.0,0.0
L001154,B0376,2024-09-09,2024-10-09,30,maturity,False,0.0,0.0,0.0
L001155,B0376,2023-03-16,2023-05-15,60,maturity,False,0.0,0.0,0.0
L001156,B0376,2024-08-24,2025-08-24,365,maturity,False,0.0,0.0,0.0
L001157,B0376,2023-08-11,2024-02-07,180,maturity,False,0.0,0.0,0.0
L001158,B0376,2023-08-02,2023-10-31,90,maturity,False,0.0,0.0,0.0
L001159,B0377,2023-01-16,2023-03-17,60,maturity,False,0.0,0.0,0.0
L001160,B0377,2023-07-14,2023-08-13,30,maturity,False,0.0,0.0,0.0
L001161,B0377,2024-05-05,2024-07-04,60,maturity,False,0.0,0.0,0.0
L001162,B0378,2024-12-21,2025-02-19,60,maturity,False,0.0,0.0,0.0
L001163,B0378,2024-02-11,2024-04-11,60,maturity,False,0.0,0.0,0.0
L001164,B0378,2024-07-19,2024-10-17,90,maturity,False,0.0,0.0,0.0
L001165,B0378,2023-10-17,2024-04-14,180,maturity,False,0.0,0.0,0.0
L001166,B0378,2024-04-22,2025-04-22,365,maturity,False,0.0,0.0,0.0
L001167,B0379,2023-11-12,2024-01-17,66,default,True,0.35668054456206094,6663.542046560236,1.0
L001168,B0379,2024-01-04,2025-01-03,365,maturity,False,0.0,0.0,0.0
L001169,B0379,2024-05-24,2024-11-20,180,maturity,False,0.0,0.0,0.0
L001170,B0380,2024-04-25,2024-07-24,90,maturity,False,0.0,0.0,0.0
L001171,B0381,2024-01-15,2024-04-14,90,maturity,False,0.0,0.0,0.0
L001172,B0381,2024-02-28,2024-03-29,30,maturity,False,0.0,0.0,0.0
L001173,B0382,2023-08-15,2023-10-14,60,maturity,False,0.0,0.0,0.0
L001174,B0382,2023-01-17,2023-04-17,90,maturity,False,0.0,0.0,0.0
L001175,B0382,2024-07-20,2025-07-20,365,maturity,False,0.0,0.0,0.0
L001176,B0382,2024-08-16,2025-02-12,180,maturity,False,0.0,0.0,0.0
L001177,B0382,2023-10-30,2023-12-29,60,maturity,False,0.0,0.0,0.0
L001178,B0383,2023-12-04,2024-02-02,60,maturity,False,0.0,0.0,0.0
L001179,B0383,2024-01-24,2025-01-23,365,maturity,False,0.0,0.0,1.1425397118040342e-276
L001180,B0384,2024-05-26,2025-05-26,365,maturity,False,0.0,0.0,0.0
L001181,B0384,2024-11-01,2025-01-30,90,maturity,False,0.0,0.0,0.0
L001182,B0385,2024-05-15,2024-11-11,180,maturity,False,0.0,0.0,0.0
L001183,B0385,2024-04-16,2024-06-15,60,maturity,False,0.0,0.0,0.0
L001184,B0385,2023-12-27,2024-02-25,60,maturity,False,0.0,0.0,0.0
L001185,B0386,2024-07-13,2025-01-09,180,maturity,False,0.0,0.0,0.0
L001186,B0386,2023-07-08,2024-07-07,365,maturity,False,0.0,0.0,0.0
L001187,B0387,2024-06-20,2024-07-20,30,maturity,False,0.0,0.0,3.66225543592161e-29
L001188,B0388,2024-11-15,2024-12-15,30,maturity,False,0.0,0.0,0.0
L001189,B0389,2024-02-27,2024-04-27,60,maturity,False,0.0,0.0,0.0
L001190,B0390,2023-03-11,2023-05-10,60,maturity,False,0.0,0.0,0.0
L001191,B0390,2023-01-10,2023-03-11,60,maturity,False,0.0,0.0,0.0
L001192,B0391,2024-04-11,2024-07-10,90,maturity,False,0.0,0.0,0.0
L001193,B0391,2023-03-03,2024-03-02,365,maturity,False,0.0,0.0,0.0
L001194,B0391,2024-10-15,2025-10-15,365,maturity,False,0.0,0.0,0.0
L001195,B0391,2024-05-09,2024-11-05,180,maturity,False,0.0,0.0,0.0
L001196,B0391,2023-01-17,2023-02-16,30,maturity,False,0.0,0.0,0.0
L001197,B0392,2024-07-18,2025-01-14,180,maturity,False,0.0,0.0,0.0
L001198,B0392,2023-01-13,2023-02-12,30,maturity,False,0.0,0.0,0.0
L001199,B0392,2024-06-26,2024-09-24,90,maturity,False,0.0,0.0,0.0
L001200,B0392,2024-07-02,2024-09-30,90,maturity,False,0.0,0.0,0.0
L001201,B0392,2023-01-18,2024-01-18,365,maturity,False,0.0,0.0,0.0
L001202,B0393,2023-07-03,2023-08-02,30,maturity,False,0.0,0.0,0.0
L001203,B0393,2023-04-09,2024-04-08,365,maturity,False,0.0,0.0,0.0
L001204,B0393,2023-06-02,2023-08-01,60,maturity,False,0.0,0.0,0.0
L001205,B0393,2023-07-16,2024-07-15,365,maturity,False,0.0,0.0,0.0
L001206,B0394,2023-09-16,2023-12-15,90,maturity,False,0.0,0.0,0.0
L001207,B0394,2023-10-01,2024-03-29,180,maturity,False,0.0,0.0,0.0
L001208,B0394,2023-03-22,2023-06-20,90,maturity,False,0.0,0.0,0.0
L001209,B0394,2024-02-20,2024-08-18,180,maturity,False,0.0,0.0,0.0
L001210,B0394,2024-08-01,2024-09-30,60,maturity,False,0.0,0.0,0.0
L001211,B0395,2023-11-04,2023-12-04,30,maturity,False,0.0,0.0,0.0
L001212,B0395,2024-10-31,2024-11-30,30,maturity,False,0.0,0.0,0.0
L001213,B0396,2024-02-20,2024-08-18,180,maturity,False,0.0,0.0,0.0
L001214,B0397,2024-07-19,2025-01-15,180,maturity,False,0.0,0.0,0.0
L001215,B0397,2023-02-27,2023-03-29,30,maturity,False,0.0,0.0,0.0
L001216,B0397,2024-12-20,2025-02-18,60,maturity,False,0.0,0.0,0.0
L001217,B0397,2023-03-26,2023-09-22,180,maturity,False,0.0,0.0,0.0
L001218,B0398,2024-10-22,2025-01-20,90,maturity,False,0.0,0.0,0.0
L001219,B0398,2024-08-02,2024-09-01,30,maturity,False,0.0,0.0,0.0
L001220,B0398,2024-06-24,2024-07-24,30,maturity,False,0.0,0.0,0.0
L001221,B0398,2023-08-24,2023-10-23,60,maturity,False,0.0,0.0,0.0
L001222,B0399,2024-05-01,2024-07-30,90,maturity,False,0.0,0.0,0.0
L001223,B0399,2023-02-17,2023-03-19,30,maturity,False,0.0,0.0,0.0
L001224,B0399,2024-12-01,2025-03-01,90,maturity,False,0.0,0.0,0.0
L001225,B0399,2024-07-10,2025-07-10,365,maturity,False,0.0,0.0,0.0
L001226,B0399,2024-11-04,2024-12-04,30,maturity,False,0.0,0.0,0.0
L001227,B0400,2023-11-19,2023-12-19,30,maturity,False,0.0,0.0,0.0
L001228,B0400,2023-08-01,2024-07-31,365,maturity,False,0.0,0.0,0.0
L001229,B0401,2024-12-30,2025-06-28,180,maturity,False,0.0,0.0,0.0
L001230,B0401,2023-03-20,2023-06-18,90,maturity,False,0.0,0.0,0.0
L001231,B0402,2024-07-31,2024-09-29,60,maturity,False,0.0,0.0,0.0
L001232,B0402,2024-08-03,2025-01-30,180,maturity,False,0.0,0.0,0.0
L001233,B0403,2023-12-06,2024-06-03,180,maturity,False,0.0,0.0,0.0
L001234,B0403,2023-05-24,2023-06-23,30,maturity,False,0.0,0.0,0.0
L001235,B0403,2024-05-27,2024-08-25,90,maturity,False,0.0,0.0,0.0
L001236,B0403,2023-02-24,2023-03-26,30,maturity,False,0.0,0.0,0.0
L001237,B0403,2024-03-23,2024-05-22,60,maturity,False,0.0,0.0,0.0
L001238,B0404,2023-12-15,2024-12-14,365,maturity,False,0.0,0.0,0.0
L001239,B0405,2024-09-01,2025-02-28,180,maturity,False,0.0,0.0,0.0
L001240,B0405,2023-12-01,2023-12-31,30,maturity,False,0.0,0.0,0.0
L001241,B0405,2024-10-11,2025-01-09,90,maturity,False,0.0,0.0,0.0
L001242,B0405,2024-04-06,2024-10-03,180,maturity,False,0.0,0.0,0.0
L001243,B0405,2023-08-22,2023-11-20,90,maturity,False,0.0,0.0,0.0
L001244,B0406,2024-01-20,2024-07-18,180,maturity,False,0.0,0.0,0.0
L001245,B0406,2023-07-10,2024-07-09,365,maturity,False,0.0,0.0,0.0
L001246,B0406,2024-11-07,2025-05-06,180,maturity,False,0.0,0.0,0.0
L001247,B0406,2023-03-29,2024-03-28,365,maturity,False,0.0,0.0,0.0
L001248,B0406,2023-10-30,2023-12-29,60,maturity,False,0.0,0.0,0.0
L001249,B0407,2023-03-26,2023-06-24,90,maturity,False,0.0,0.0,0.0
L001250,B0408,2024-01-25,2024-03-25,60,maturity,False,0.0,0.0,0.0
L001251,B0408,2024-02-03,2024-05-03,90,maturity,False,0.0,0.0,0.0
L001252,B0409,2023-04-20,2023-05-20,30,maturity,False,0.0,0.0,0.0
L001253,B0409,2023-01-06,2023-04-06,90,maturity,False,0.0,0.0,0.0
L001254,B0409,2024-03-31,2024-06-29,90,maturity,False,0.0,0.0,0.0
L001255,B0410,2023-04-15,2023-06-14,60,maturity,False,0.0,0.0,0.0
L001256,B0410,2023-03-31,2023-05-30,60,maturity,False,0.0,0.0,0.0
L001257,B0410,2024-03-17,2024-09-13,180,maturity,False,0.0,0.0,0.0
L001258,B0411,2024-07-22,2025-07-22,365,maturity,False,0.0,0.0,0.0
L001259,B0411,2024-02-22,2024-03-23,30,maturity,False,0.0,0.0,0.0
L001260,B0411,2023-01-27,2023-02-26,30,maturity,False,0.0,0.0,0.0
L001261,B0411,2023-12-29,2024-12-28,365,maturity,False,0.0,0.0,0.0
L001262,B0411,2023-04-06,2023-12-25,263,default,True,0.056713196736805756,2156.0015889841475,1.0
L001263,B0412,2023-11-29,2024-05-27,180,maturity,False,0.0,0.0,0.0
L001264,B0412,2023-01-13,2023-04-13,90,maturity,False,0.0,0.0,0.0
L001265,B0412,2024-02-28,2024-08-26,180,maturity,False,0.0,0.0,0.0
L001266,B0412,2023-03-28,2024-03-27,365,maturity,False,0.0,0.0,0.0
L001267,B0412,2023-09-06,2024-09-05,365,maturity,False,0.0,0.0,0.0
L001268,B0413,2023-06-23,2023-12-20,180,maturity,False,0.0,0.0,0.0
L001269,B0413,2023-06-23,2023-08-22,60,maturity,False,0.0,0.0,0.0
L001270,B0413,2023-10-03,2023-10-18,15,default,True,0.25009040481793143,16103.963517131087,1.0
L001271,B0413,2023-10-02,2024-03-30,180,maturity,False,0.0,0.0,0.0
L001272,B0413,2023-05-30,2023-06-29,30,maturity,False,0.0,0.0,0.0
L001273,B0414,2024-03-21,2024-06-19,90,maturity,False,0.0,0.0,0.0
L001274,B0414,2024-03-07,2024-06-05,90,maturity,False,0.0,0.0,0.0
L001275,B0415,2023-03-20,2023-06-18,90,maturity,False,0.0,0.0,0.0
L001276,B0415,2023-09-15,2023-11-14,60,maturity,False,0.0,0.0,0.0
L001277,B0415,2024-10-02,2025-03-31,180,maturity,False,0.0,0.0,0.0
L001278,B0415,2024-08-31,2025-08-31,365,maturity,False,0.0,0.0,0.0
L001279,B0416,2024-04-13,2024-05-13,30,maturity,False,0.0,0.0,0.0
L001280,B0416,2023-05-19,2023-08-17,90,maturity,False,0.0,0.0,0.0
L001281,B0417,2024-02-10,2024-05-10,90,maturity,False,0.0,0.0,0.0
L001282,B0418,2024-01-25,2024-04-24,90,maturity,False,0.0,0.0,0.0
L001283,B0418,2024-03-26,2024-06-24,90,maturity,False,0.0,0.0,0.0
L001284,B0418,2024-03-16,2025-03-16,365,maturity,False,0.0,0.0,0.0
L001285,B0418,2023-05-20,2023-08-18,90,maturity,False,0.0,0.0,0.0
L001286,B0418,2023-11-25,2024-11-24,365,maturity,False,0.0,0.0,0.0
L001287,B0419,2024-05-05,2024-08-03,90,maturity,False,0.0,0.0,0.0
L001288,B0419,2023-07-01,2023-12-28,180,maturity,False,0.0,0.0,0.0
L001289,B0420,2023-10-26,2024-02-15,112,default,True,0.179464028899045,3735.4792285025746,1.0
L001290,B0420,2024-08-12,2024-10-11,60,maturity,False,0.0,0.0,0.0
L001291,B0420,2023-11-30,2024-05-28,180,maturity,False,0.0,0.0,0.0
L001292,B0421,2024-02-07,2024-05-07,90,maturity,False,0.0,0.0,0.0
L001293,B0421,2023-04-27,2024-04-26,365,maturity,False,0.0,0.0,0.0
L001294,B0421,2023-07-24,2024-07-23,365,maturity,False,0.0,0.0,0.0
L001295,B0422,2023-07-04,2024-07-03,365,maturity,False,0.0,0.0,0.0
L001296,B0422,2023-01-28,2023-07-27,180,maturity,False,0.0,0.0,0.0
L001297,B0422,2024-12-26,2025-02-24,60,maturity,False,0.0,0.0,0.0
L001298,B0422,2024-03-24,2024-06-22,90,maturity,False,0.0,0.0,0.0
L001299,B0422,2024-12-10,2025-01-09,30,maturity,False,0.0,0.0,0.0
L001300,B0423,2024-11-20,2025-05-19,180,maturity,False,0.0,0.0,0.0
L001301,B0423,2023-05-23,2023-08-21,90,maturity,False,0.0,0.0,0.0
L001302,B0423,2023-09-05,2023-12-04,90,maturity,False,0.0,0.0,0.0
L001303,B0423,2024-11-05,2025-01-04,60,maturity,False,0.0,0.0,0.0
L001304,B0424,2024-01-22,2024-02-21,30,maturity,False,0.0,0.0,0.0
L001305,B0424,2024-04-04,2025-04-04,365,maturity,False,0.0,0.0,0.0
L001306,B0424,2024-05-05,2025-05-05,365,maturity,False,0.0,0.0,0.0
L001307,B0424,2024-02-15,2025-02-14,365,maturity,False,0.0,0.0,0.0
L001308,B0425,2024-12-09,2025-06-07,180,maturity,False,0.0,0.0,0.0
L001309,B0425,2024-07-10,2024-08-09,30,maturity,False,0.0,0.0,0.0
L001310,B0425,2024-01-04,2025-01-03,365,maturity,False,0.0,0.0,0.0
L001311,B0425,2024-08-31,2024-09-30,30,maturity,False,0.0,0.0,0.0
L001312,B0425,2023-04-22,2023-06-21,60,maturity,False,0.0,0.0,0.0
L001313,B0426,2023-06-20,2024-06-19,365,maturity,False,0.0,0.0,0.0
L001314,B0426,2023-02-15,2024-02-15,365,maturity,False,0.0,0.0,0.0
L001315,B0426,2024-10-22,2025-04-20,180,maturity,False,0.0,0.0,0.0
L001316,B0427,2024-03-16,2024-04-15,30,maturity,False,0.0,0.0,0.0
L001317,B0427,2023-01-11,2023-02-10,30,maturity,False,0.0,0.0,0.0
L001318,B0427,2023-09-22,2023-11-21,60,maturity,False,0.0,0.0,0.0
L001319,B0428,2024-06-15,2025-06-15,365,maturity,False,0.0,0.0,0.0
L001320,B0428,2024-08-17,2025-08-17,365,maturity,False,0.0,0.0,0.0
L001321,B0428,2023-08-15,2024-02-11,180,maturity,False,0.0,0.0,0.0
L001322,B0428,2024-01-19,2024-07-17,180,maturity,False,0.0,0.0,0.0
L001323,B0428,2024-04-19,2025-04-19,365,maturity,False,0.0,0.0,0.0
L001324,B0429,2023-06-04,2023-09-02,90,maturity,False,0.0,0.0,0.0
L001325,B0429,2023-01-26,2023-07-25,180,maturity,False,0.0,0.0,0.0
L001326,B0429,2023-04-18,2023-07-17,90,maturity,False,0.0,0.0,0.0
L001327,B0429,2024-03-01,2024-03-31,30,maturity,False,0.0,0.0,0.0
L001328,B0429,2023-04-29,2023-06-28,60,maturity,False,0.0,0.0,1.5663031086903293e-116
L001329,B0430,2023-11-16,2024-02-14,90,maturity,False,0.0,0.0,0.0
L001330,B0430,2024-04-11,2024-06-10,60,maturity,False,0.0,0.0,0.0
L001331,B0430,2024-06-17,2024-12-14,180,maturity,False,0.0,0.0,0.0
L001332,B0431,2024-05-02,2024-06-01,30,maturity,False,0.0,0.0,0.0
L001333,B0431,2024-03-24,2024-09-20,180,maturity,False,0.0,0.0,0.0
L001334,B0431,2023-11-23,2023-12-23,30,maturity,False,0.0,0.0,0.0
L001335,B0432,2023-02-15,2023-03-17,30,maturity,False,0.0,0.0,0.0
L001336,B0432,2023-01-24,2023-04-24,90,maturity,False,0.0,0.0,0.0
L001337,B0432,2024-10-25,2024-11-24,30,maturity,False,0.0,0.0,0.0
L001338,B0433,2023-09-07,2024-09-06,365,maturity,False,0.0,0.0,0.0
L001339,B0433,2023-06-28,2024-06-27,365,maturity,False,0.0,0.0,0.0
L001340,B0434,2023-12-05,2024-12-04,365,maturity,False,0.0,0.0,0.0
L001341,B0434,2024-03-12,2024-09-08,180,maturity,False,0.0,0.0,0.0
L001342,B0435,2024-02-19,2024-04-19,60,maturity,False,0.0,0.0,0.0
L001343,B0435,2023-07-10,2024-01-06,180,maturity,False,0.0,0.0,0.0
L001344,B0436,2023-01-30,2024-01-30,365,maturity,False,0.0,0.0,0.0
L001345,B0436,2023-07-22,2024-01-18,180,maturity,False,0.0,0.0,0.0
L001346,B0436,2024-08-29,2025-02-25,180,maturity,False,0.0,0.0,0.0
L001347,B0436,2024-02-03,2024-03-04,30,maturity,False,0.0,0.0,0.0
L001348,B0437,2023-07-30,2023-10-28,90,maturity,False,0.0,0.0,0.0
L001349,B0437,2024-12-21,2025-01-20,30,maturity,False,0.0,0.0,0.0
L001350,B0438,2023-04-15,2024-04-14,365,maturity,False,0.0,0.0,0.0
L001351,B0438,2023-07-11,2023-10-09,90,maturity,False,0.0,0.0,0.0
L001352,B0438,2023-11-30,2024-01-29,60,maturity,False,0.0,0.0,0.0
L001353,B0438,2024-04-13,2024-05-13,30,maturity,False,0.0,0.0,0.0
L001354,B0438,2023-09-26,2024-03-24,180,maturity,False,0.0,0.0,0.0
L001355,B0439,2024-10-16,2025-01-14,90,maturity,False,0.0,0.0,0.0
L001356,B0439,2024-09-03,2025-03-02,180,maturity,False,0.0,0.0,0.0
L001357,B0439,2024-09-17,2025-03-16,180,maturity,False,0.0,0.0,0.0
L001358,B0439,2024-08-24,2024-09-23,30,maturity,False,0.0,0.0,0.0
L001359,B0439,2023-12-23,2024-03-22,90,maturity,False,0.0,0.0,0.0
L001360,B0440,2024-09-24,2024-11-23,60,maturity,False,0.0,0.0,0.0
L001361,B0440,2024-11-20,2025-02-18,90,maturity,False,0.0,0.0,0.0
L001362,B0440,2024-09-21,2025-09-21,365,maturity,False,0.0,0.0,0.0
L001363,B0440,2023-03-28,2023-05-27,60,maturity,False,0.0,0.0,0.0
L001364,B0441,2023-05-01,2023-05-24,23,default,True,0.1808206676893043,7401.16096384524,1.0
L001365,B0441,2023-11-09,2023-12-09,30,maturity,False,0.0,0.0,0.0
L001366,B0441,2023-07-07,2023-10-05,90,maturity,False,0.0,0.0,0.0
L001367,B0442,2024-06-07,2024-12-04,180,maturity,False,0.0,0.0,0.0
L001368,B0442,2024-03-04,2025-03-04,365,maturity,False,0.0,0.0,0.0
L001369,B0443,2024-08-11,2025-02-07,180,maturity,False,0.0,0.0,0.0
L001370,B0443,2024-03-09,2024-05-08,60,maturity,False,0.0,0.0,0.0
L001371,B0444,2024-10-12,2025-10-12,365,maturity,False,0.0,0.0,0.0
L001372,B0444,2024-12-11,2025-02-09,60,maturity,False,0.0,0.0,0.0
L001373,B0444,2024-07-22,2024-09-20,60,maturity,False,0.0,0.0,0.0
L001374,B0444,2024-05-16,2024-08-14,90,maturity,False,0.0,0.0,0.0
L001375,B0445,2023-07-11,2023-10-09,90,maturity,False,0.0,0.0,0.0
L001376,B0445,2024-04-06,2025-04-06,365,maturity,False,0.0,0.0,0.0
L001377,B0446,2024-01-03,2024-02-02,30,maturity,False,0.0,0.0,0.0
L001378,B0447,2023-05-20,2023-07-19,60,maturity,False,0.0,0.0,0.0
L001379,B0447,2024-01-29,2025-01-28,365,maturity,False,0.0,0.0,0.0
L001380,B0447,2024-06-01,2024-11-28,180,maturity,False,0.0,0.0,0.0
L001381,B0447,2024-02-23,2024-08-21,180,maturity,False,0.0,0.0,0.0
L001382,B0448,2024-12-28,2025-06-26,180,maturity,False,0.0,0.0,0.0
L001383,B0448,2024-05-15,2024-07-14,60,maturity,False,0.0,0.0,0.0
